pass.fname,pass.lname,pass.dob,pass.age,pass.gender,pass.status,home.address,home.city,home.prov,home.country,emerg.contact.fname,emerg.contact.lname,emerg.contact.relationship,emerg.contact.phone,board.date,board.location
Christopher,Taylor,1972-03-13,52,Male,Silver,"1356 Ruiz Run Boulevard, Saskatoon, Saskatchewan, L5R3T6, Canada",Saskatoon,SK,Canada,Steven,Phillips,Relative,(111) 508-3535,2025-02-10,"Halifax, NS"
Jose,Lopez,1945-01-08,80,Male,Silver,"3829 Brian Alley Lane, London, Ontario, R5N6B3, Canada",London,ON,Canada,Jacob,Smith,Relative,(867) 163-2346,2025-02-10,"Halifax, NS"
Margaret,Lopez,1939-01-10,86,Female,Silver,"3829 Brian Alley Lane, London, Ontario, R5N6B3, Canada",London,ON,Canada,Jacob,Smith,Relative,(867) 163-2346,2025-02-10,"Halifax, NS"
Kayla,Crosby,1965-11-21,59,Female,Silver,"2955 Mackenzie Club Crescent, Hamilton, Ontario, C3A 2N2, Canada",Hamilton,ON,Canada,Michelle,Evans,Relative,(296) 762-9160,2025-02-10,"Halifax, NS"
George,Crosby,1962-03-22,62,Male,Silver,"2955 Mackenzie Club Crescent, Hamilton, Ontario, C3A 2N2, Canada",Hamilton,ON,Canada,Michelle,Evans,Relative,(296) 762-9160,2025-02-10,"Halifax, NS"
James,Reeves,1988-01-21,37,Male,Silver,"8368 Cole Centers Avenue, Quebec City, Quebec, T4G1C6, Canada",Quebec City,QC,Canada,Mark,Mills,Relative,(900) 633-5331,2025-02-10,"Halifax, NS"
Crystal,Reeves,1984-07-22,40,Female,Silver,"8368 Cole Centers Avenue, Quebec City, Quebec, T4G1C6, Canada",Quebec City,QC,Canada,Mark,Mills,Relative,(900) 633-5331,2025-02-10,"Halifax, NS"
Linda,Jackson,1951-09-23,73,Female,Silver,"5072 Cooper Village Avenue, Victoria, British Columbia, E7T2G9, Canada",Victoria,BC,Canada,Emily,York,Relative,(976) 838-9030,2025-02-10,"Halifax, NS"
Kurt,Walters,1977-02-22,47,Male,Silver,"3177 Hodge Place Drive, Sherbrooke, Quebec, A3B5H7, Canada",Sherbrooke,QC,Canada,Christina,Huffman,Relative,(277) 689-6270,2025-02-10,"Halifax, NS"
Victoria,Walters,1981-01-27,44,Female,Silver,"3177 Hodge Place Drive, Sherbrooke, Quebec, A3B5H7, Canada",Sherbrooke,QC,Canada,Christina,Huffman,Relative,(277) 689-6270,2025-02-10,"Halifax, NS"
Donna,Frank,1984-02-13,40,Female,Gold,"5907 Parker Coves Court, Kingston, Ontario, R1V5G7, Canada",Kingston,ON,Canada,Michael,Gonzalez,Relative,(817) 932-3023,2025-02-10,"Halifax, NS"
Alex,Frank,1987-01-03,38,Male,Gold,"5907 Parker Coves Court, Kingston, Ontario, R1V5G7, Canada",Kingston,ON,Canada,Michael,Gonzalez,Relative,(817) 932-3023,2025-02-10,"Halifax, NS"
Jacob,Drake,1971-09-04,53,Male,Silver,"4283 Adams Corners Crescent, London, Ontario, N7J1L4, Canada",London,ON,Canada,Jeremy,Lawson,Relative,(716) 493-2898,2025-02-10,"Halifax, NS"
Michelle,Drake,1977-02-14,47,Female,Silver,"4283 Adams Corners Crescent, London, Ontario, N7J1L4, Canada",London,ON,Canada,Jeremy,Lawson,Relative,(716) 493-2898,2025-02-10,"Halifax, NS"
Paul,Jackson,1991-10-12,33,Male,Silver,"8902 Jeff Dam Road, Lethbridge, Alberta, A6R 2L6, Canada",Lethbridge,AB,Canada,Steven,Martinez,Relative,(871) 539-9156,2025-02-10,"Halifax, NS"
Brooke,Jackson,1991-12-30,33,Female,Silver,"8902 Jeff Dam Road, Lethbridge, Alberta, A6R 2L6, Canada",Lethbridge,AB,Canada,Steven,Martinez,Relative,(871) 539-9156,2025-02-10,"Halifax, NS"
Brooks,Burch,1951-10-07,73,Male,Gold,"2807 Mills Drive Street, Moncton, New Brunswick, Y4A 5A5, Canada",Moncton,NB,Canada,Antonio,Nichols,Relative,(899) 316-0875,2025-02-10,"Halifax, NS"
Valerie,Burch,1955-10-06,69,Female,Gold,"2807 Mills Drive Street, Moncton, New Brunswick, Y4A 5A5, Canada",Moncton,NB,Canada,Antonio,Nichols,Relative,(899) 316-0875,2025-02-10,"Halifax, NS"
Stephanie,Long,1979-10-11,45,Female,Gold,"9435 James Garden Road, Hamilton, Ontario, L3E 6B6, Canada",Hamilton,ON,Canada,Virginia,Hernandez,Other,(201) 859-6263,2025-02-10,"Halifax, NS"
Cory,Long,1974-10-12,50,Male,Gold,"9435 James Garden Road, Hamilton, Ontario, L3E 6B6, Canada",Hamilton,ON,Canada,Virginia,Hernandez,Other,(201) 859-6263,2025-02-10,"Halifax, NS"
Samantha,Freeman,1978-10-31,46,Female,Gold,"3365 Warren Ramp Lane, Surrey, British Columbia, E3M 5M5, Canada",Surrey,BC,Canada,Joshua,Henderson,Relative,(487) 297-5859,2025-02-10,"Halifax, NS"
Joseph,Freeman,1973-11-01,51,Male,Gold,"3365 Warren Ramp Lane, Surrey, British Columbia, E3M 5M5, Canada",Surrey,BC,Canada,Joshua,Henderson,Relative,(487) 297-5859,2025-02-10,"Halifax, NS"
Stacey,Mitchell,1985-01-11,40,Female,Silver,"577 Paul Cliffs Terrace, Saskatoon, Saskatchewan, T2M 7L5, Canada",Saskatoon,SK,Canada,Nicholas,Duffy,Relative,(901) 487-0682,2025-02-10,"Halifax, NS"
Mark,Mitchell,1984-02-13,40,Female,Silver,"577 Paul Cliffs Terrace, Saskatoon, Saskatchewan, T2M 7L5, Canada",Saskatoon,SK,Canada,Nicholas,Duffy,Relative,(901) 487-0682,2025-02-10,"Halifax, NS"
Jennifer,Long,1985-04-08,39,Female,Silver,"2369 Jimmy Parkway Lane, Toronto, Ontario, A6X7X9, Canada",Toronto,ON,Canada,Nathan,Morales,Relative,(167) 318-8261,2025-02-10,"Halifax, NS"
Kyle,Long,1986-10-05,38,Male,Silver,"2369 Jimmy Parkway Lane, Toronto, Ontario, A6X7X9, Canada",Toronto,ON,Canada,Nathan,Morales,Relative,(167) 318-8261,2025-02-10,"Halifax, NS"
Dustin,Diaz,1982-03-08,42,Male,Gold,"2250 Davis Crossroad Crescent, Quebec City, Quebec, S3L 4N8, Canada",Quebec City,QC,Canada,John,Simpson,Relative,(211) 022-5803,2025-02-10,"Halifax, NS"
Ines,Diaz,1983-07-11,41,Female,Gold,"2250 Davis Crossroad Crescent, Quebec City, Quebec, S3L 4N8, Canada",Quebec City,QC,Canada,John,Simpson,Relative,(211) 022-5803,2025-02-10,"Halifax, NS"
Paul,James,1952-07-30,72,Male,Silver,"2348 Shannon Skyway Drive, Winnipeg, Manitoba, R3L3C8, Canada",Winnipeg,MB,Canada,Matthew,Morris,Relative,(624) 755-4110,2025-02-10,"Halifax, NS"
Michelle,Rivera,1976-03-17,48,Female,Silver,"6560 Brittany Estates Street, Sherbrooke, Quebec, X4N 4K9, Canada",Sherbrooke,QC,Canada,Joshua,Cooper,Relative,(023) 684-8557,2025-02-10,"Halifax, NS"
Jamie,Rivera,1980-09-16,44,Female,Silver,"6560 Brittany Estates Street, Sherbrooke, Quebec, X4N 4K9, Canada",Sherbrooke,QC,Canada,Joshua,Cooper,Relative,(023) 684-8557,2025-02-10,"Halifax, NS"
Ruth,Webb,1944-05-12,80,Female,Silver,"6464 Christian Forest Terrace, Calgary, Alberta, G3G1K6, Canada",Calgary,AB,Canada,Jeanette,Lawson,Relative,(202) 939-0878,2025-02-10,"Halifax, NS"
Christopher,Weber,1984-01-01,41,Male,Gold,"1100 Cooper Groves Street, Toronto, Ontario, S5E 4J7, Canada",Toronto,ON,Canada,Zachary,White,Relative,(769) 523-6687,2025-02-10,"Halifax, NS"
Sarah,Weber,1987-06-17,37,Female,Gold,"1100 Cooper Groves Street, Toronto, Ontario, S5E 4J7, Canada",Toronto,ON,Canada,Zachary,White,Relative,(769) 523-6687,2025-02-10,"Halifax, NS"
Brenda,Cruz,1973-04-11,51,Female,Gold,"3788 Robinson River Terrace, Hamilton, Ontario, K3S1T9, Canada",Hamilton,ON,Canada,Ronald,Brown,Relative,(126) 065-0191,2025-02-10,"Halifax, NS"
Greg,Harrell,1982-10-17,42,Male,Silver,"3664 Justin Fields Drive, Red Deer, Alberta, T6R8S9, Canada",Red Deer,AB,Canada,Paul,Gordon,Relative,(667) 849-8436,2025-02-10,"Halifax, NS"
Brittany,Harrell,1986-10-19,38,Female,Silver,"3664 Justin Fields Drive, Red Deer, Alberta, T6R8S9, Canada",Red Deer,AB,Canada,Paul,Gordon,Relative,(667) 849-8436,2025-02-10,"Halifax, NS"
Kristina,Montgomery,1962-04-19,62,Female,Silver,"3077 Prince Inlet Court, Dartmouth, Nova Scotia, C1E 6B6, Canada",Dartmouth,NS,Canada,Larry,Bradford,Relative,(342) 811-3904,2025-02-10,"Halifax, NS"
Robert,Little,1967-10-06,57,Male,Silver,"3636 George Extension Street, Kelowna, British Columbia, Y7G 1S7, Canada",Kelowna,BC,Canada,Patrick,Garcia,Relative,(904) 227-1133,2025-02-10,"Halifax, NS"
Stephanie,Little,1963-11-07,61,Female,Silver,"3636 George Extension Street, Kelowna, British Columbia, Y7G 1S7, Canada",Kelowna,BC,Canada,Patrick,Garcia,Relative,(904) 227-1133,2025-02-10,"Halifax, NS"
Cynthia,Holder,1969-09-09,55,Female,Silver,"7801 Crystal Land Court, Ottawa, Ontario, G7T6C1, Canada",Ottawa,ON,Canada,Erik,Villa,Relative,(149) 551-1274,2025-02-10,"Halifax, NS"
Kari,Contreras,1973-03-11,51,Female,Silver,"3003 Duncan View Drive, Gander, Newfoundland and Labrador, Y5R 5N4, Canada",Gander,NL,Canada,Rebecca,Perry,Other,(060) 002-5895,2025-02-10,"Halifax, NS"
Bradley,Contreras,1971-12-26,53,Male,Silver,"3003 Duncan View Drive, Gander, Newfoundland and Labrador, Y5R 5N4, Canada",Gander,NL,Canada,Rebecca,Perry,Other,(060) 002-5895,2025-02-10,"Halifax, NS"
Christopher,Cooley,1975-11-24,49,Male,Platinum,"1638 Pugh Loaf Street, Red Deer, Alberta, M6K 4P1, Canada",Red Deer,AB,Canada,Beth,Hill,Other,(158) 477-6863,2025-02-10,"Halifax, NS"
Amber,Cooley,1978-03-19,46,Female,Platinum,"1638 Pugh Loaf Street, Red Deer, Alberta, M6K 4P1, Canada",Red Deer,AB,Canada,Beth,Hill,Other,(158) 477-6863,2025-02-10,"Halifax, NS"
Ryan,Travis,1996-10-29,28,Male,Silver,"2502 Williams Ports Terrace, Edmonton, Alberta, X4H 8A5, Canada",Edmonton,AB,Canada,Evan,Reed,Relative,(857) 906-4771,2025-02-10,"Halifax, NS"
Erica,Travis,1993-12-25,31,Female,Silver,"2502 Williams Ports Terrace, Edmonton, Alberta, X4H 8A5, Canada",Edmonton,AB,Canada,Evan,Reed,Relative,(857) 906-4771,2025-02-10,"Halifax, NS"
Ashley,Chavez,1979-03-24,45,Female,Silver,"3972 Morales Unions Drive, Dartmouth, Nova Scotia, C8X4M1, Canada",Dartmouth,NS,Canada,Heather,Johnson,Other,(136) 148-7824,2025-02-10,"Halifax, NS"
Donald,Chavez,1977-06-14,47,Male,Silver,"3972 Morales Unions Drive, Dartmouth, Nova Scotia, C8X4M1, Canada",Dartmouth,NS,Canada,Heather,Johnson,Other,(136) 148-7824,2025-02-10,"Halifax, NS"
Thomas,Bennett,1978-05-27,46,Male,Platinum,"2610 Morris Rue Terrace, Toronto, Ontario, A7J 8A3, Canada",Toronto,ON,Canada,Marc,Yoder,Relative,(078) 701-0415,2025-02-10,"Halifax, NS"
Meghan,Bennett,1981-06-16,43,Female,Platinum,"2610 Morris Rue Terrace, Toronto, Ontario, A7J 8A3, Canada",Toronto,ON,Canada,Marc,Yoder,Relative,(078) 701-0415,2025-02-10,"Halifax, NS"
Louis,Khan,1948-06-04,76,Male,Silver,"3966 Moore Summit Boulevard, Brandon, Manitoba, E8A 5C7, Canada",Brandon,MB,Canada,James,Hendricks,Relative,(298) 842-5995,2025-02-10,"Halifax, NS"
Michelle,Khan,1946-02-05,79,Female,Silver,"3966 Moore Summit Boulevard, Brandon, Manitoba, E8A 5C7, Canada",Brandon,MB,Canada,James,Hendricks,Relative,(298) 842-5995,2025-02-10,"Halifax, NS"
Chad,Montoya,1986-03-09,38,Male,Gold,"2722 Chelsea Haven Court, Lethbridge, Alberta, S1G4P5, Canada",Lethbridge,AB,Canada,John,Harrington,Relative,(000) 389-6087,2025-02-10,"Halifax, NS"
Colin,Dominguez,1961-02-11,63,Male,Silver,"518 Dillon Hills Crescent, Hamilton, Ontario, G7V1B4, Canada",Hamilton,ON,Canada,Cameron,White,Relative,(559) 342-9671,2025-02-10,"Halifax, NS"
Jill,Dominguez,1963-09-19,61,Female,Silver,"518 Dillon Hills Crescent, Hamilton, Ontario, G7V1B4, Canada",Hamilton,ON,Canada,Cameron,White,Relative,(559) 342-9671,2025-02-10,"Halifax, NS"
Kelly,Pugh,1962-01-13,63,Male,Gold,"1658 Kathleen Extension Avenue, Montreal, Quebec, C7R 7N6, Canada",Montreal,QC,Canada,Nathaniel,French,Relative,(377) 107-0449,2025-02-10,"Halifax, NS"
Sheila,Pugh,1967-06-01,57,Female,Gold,"1658 Kathleen Extension Avenue, Montreal, Quebec, C7R 7N6, Canada",Montreal,QC,Canada,Nathaniel,French,Relative,(377) 107-0449,2025-02-10,"Halifax, NS"
Amy,Pugh,2005-08-12,19,Female,Gold,"1658 Kathleen Extension Avenue, Montreal, Quebec, C7R 7N6, Canada",Montreal,QC,Canada,Nathaniel,French,Relative,(377) 107-0449,2025-02-10,"Halifax, NS"
Emily,Wallace,1967-09-28,57,Female,Gold,"6849 Shaffer Glens Terrace, Hamilton, Ontario, T8L 5T7, Canada",Hamilton,ON,Canada,Donna,Ritter,Other,(769) 984-2673,2025-02-10,"Halifax, NS"
Erin,Wallace,1968-09-01,56,Female,Gold,"6849 Shaffer Glens Terrace, Hamilton, Ontario, T8L 5T7, Canada",Hamilton,ON,Canada,Donna,Ritter,Other,(769) 984-2673,2025-02-10,"Halifax, NS"
Barbara,French,1971-11-02,53,Female,Silver,"6602 Michael Valleys Court, Kingston, Ontario, V1R 2B8, Canada",Kingston,ON,Canada,Nicholas,James,Relative,(898) 681-8097,2025-02-10,"Halifax, NS"
Morgan,French,1966-09-20,58,Male,Silver,"6602 Michael Valleys Court, Kingston, Ontario, V1R 2B8, Canada",Kingston,ON,Canada,Nicholas,James,Relative,(898) 681-8097,2025-02-10,"Halifax, NS"
Nigel,French,2009-07-13,15,Male,Silver,"6602 Michael Valleys Court, Kingston, Ontario, V1R 2B8, Canada",Kingston,ON,Canada,Nicholas,James,Relative,(898) 681-8097,2025-02-10,"Halifax, NS"
Anthony,Roberts,1976-07-25,48,Male,Silver,"8573 Andre Cove Drive, Toronto, Ontario, C3R 4B1, Canada",Toronto,ON,Canada,Anne,Evans,Other,(864) 565-2203,2025-02-10,"Halifax, NS"
Charles,Roberts,1975-06-12,49,Male,Silver,"8573 Andre Cove Drive, Toronto, Ontario, C3R 4B1, Canada",Toronto,ON,Canada,Anne,Evans,Other,(864) 565-2203,2025-02-10,"Halifax, NS"
Gary,Edwards,1975-03-26,49,Male,Silver,"1750 Tara Creek Terrace, Montreal, Quebec, P5E 2J4, Canada",Montreal,QC,Canada,Kimberly,Lloyd,Relative,(705) 349-6782,2025-02-10,"Halifax, NS"
Joanna,Edwards,1977-12-12,47,Female,Silver,"1750 Tara Creek Terrace, Montreal, Quebec, P5E 2J4, Canada",Montreal,QC,Canada,Kimberly,Lloyd,Relative,(705) 349-6782,2025-02-10,"Halifax, NS"
John,Wallace,1966-05-06,58,Male,Gold,"5009 Galvan Junction Boulevard, Winnipeg, Manitoba, J4A3K8, Canada",Winnipeg,MB,Canada,Michael,Boyd,Relative,(800) 329-6334,2025-02-10,"Halifax, NS"
Amanda,Wallace,1970-09-15,54,Female,Gold,"5009 Galvan Junction Boulevard, Winnipeg, Manitoba, J4A3K8, Canada",Winnipeg,MB,Canada,Michael,Boyd,Relative,(800) 329-6334,2025-02-10,"Halifax, NS"
Samantha,Campbell,1980-03-17,44,Female,Gold,"8946 Lewis Dale Road, Laval, Quebec, E2V 1J3, Canada",Laval,QC,Canada,Joseph,Best,Other,(695) 874-1314,2025-02-10,"Halifax, NS"
Eric,Campbell,1976-10-14,48,Male,Gold,"8946 Lewis Dale Road, Laval, Quebec, E2V 1J3, Canada",Laval,QC,Canada,Joseph,Best,Other,(695) 874-1314,2025-02-10,"Halifax, NS"
Brandy,Wilson,1972-09-18,52,Female,Silver,"5316 Hart Stravenue Boulevard, London, Ontario, V8T3S2, Canada",London,ON,Canada,James,Ramos,Other,(350) 476-3928,2025-02-10,"Halifax, NS"
Thomas,Jordan,1979-11-14,45,Male,Gold,"1441 Eric Vista Road, Montreal, Quebec, H6S2S3, Canada",Montreal,QC,Canada,Evelyn,Pacheco,Relative,(182) 379-3126,2025-02-10,"Halifax, NS"
Jennifer,Jordan,1979-05-16,45,Female,Gold,"1441 Eric Vista Road, Montreal, Quebec, H6S2S3, Canada",Montreal,QC,Canada,Evelyn,Pacheco,Relative,(182) 379-3126,2025-02-10,"Halifax, NS"
Candace,Holder,1957-08-07,67,Female,Silver,"6710 Christopher Locks Lane, Kelowna, British Columbia, Y6V 3L2, Canada",Kelowna,BC,Canada,Holly,Wang,Relative,(192) 134-2491,2025-02-10,"Halifax, NS"
Nicholas,Holder,1954-08-31,70,Male,Silver,"6710 Christopher Locks Lane, Kelowna, British Columbia, Y6V 3L2, Canada",Kelowna,BC,Canada,Holly,Wang,Relative,(192) 134-2491,2025-02-10,"Halifax, NS"
Mark,Dougherty,1985-02-26,39,Male,Silver,"7204 Denise Via Road, Regina, Saskatchewan, Y3G 2P2, Canada",Regina,SK,Canada,Yolanda,Ayers,Relative,(758) 309-4515,2025-02-10,"Halifax, NS"
Kristine,Dougherty,1989-04-02,35,Female,Silver,"7204 Denise Via Road, Regina, Saskatchewan, Y3G 2P2, Canada",Regina,SK,Canada,Yolanda,Ayers,Relative,(758) 309-4515,2025-02-10,"Halifax, NS"
Karen,Nelson,1978-02-24,46,Female,Silver,"1707 Young Path Road, Calgary, Alberta, P8V 4S3, Canada",Calgary,AB,Canada,Mark,Brown,Other,(843) 905-5295,2025-02-10,"Halifax, NS"
Don,Nelson,1979-09-20,45,Male,Silver,"1707 Young Path Road, Calgary, Alberta, P8V 4S3, Canada",Calgary,AB,Canada,Mark,Brown,Other,(843) 905-5295,2025-02-10,"Halifax, NS"
Norma,Brown,1936-04-06,88,Female,Gold,"8038 Gwendolyn Isle Crescent, Laval, Quebec, P3A1J6, Canada",Laval,QC,Canada,Keith,Horton,Relative,(711) 121-2590,2025-02-10,"Halifax, NS"
Robin,Robinson,1985-11-08,39,Female,Silver,"2200 Larsen Hill Boulevard, Lethbridge, Alberta, C6K1M9, Canada",Lethbridge,AB,Canada,Edward,Wolfe,Other,(955) 872-0962,2025-02-10,"Halifax, NS"
Mark,Robinson,1981-10-03,43,Male,Silver,"2200 Larsen Hill Boulevard, Lethbridge, Alberta, C6K1M9, Canada",Lethbridge,AB,Canada,Edward,Wolfe,Other,(955) 872-0962,2025-02-10,"Halifax, NS"
Kevin,Arnold,1968-07-18,56,Male,Gold,"3058 Timothy Lodge Crescent, Kingston, Ontario, N3T 3S1, Canada",Kingston,ON,Canada,John,Rogers,Relative,(254) 278-2079,2025-02-10,"Halifax, NS"
Diane,Johnson,1952-05-13,72,Female,Silver,"1574 Galvan Forks Drive, Hamilton, Ontario, B1S5T8, Canada",Hamilton,ON,Canada,Chris,Collins,Relative,(268) 171-5160,2025-02-10,"Halifax, NS"
Steven,Andrews,1951-05-22,73,Male,Gold,"2116 Benson Locks Street, Laval, Quebec, G6B8K1, Canada",Laval,QC,Canada,Sheila,Miller,Relative,(594) 389-7607,2025-02-10,"Halifax, NS"
Jerry,Jones,1962-01-15,63,Male,Gold,"1264 Castillo Pike Court, Ottawa, Ontario, B7T4E2, Canada",Ottawa,ON,Canada,Whitney,Gilbert,Relative,(305) 973-6424,2025-02-10,"Halifax, NS"
Victoria,Jones,1963-06-16,61,Female,Gold,"1264 Castillo Pike Court, Ottawa, Ontario, B7T4E2, Canada",Ottawa,ON,Canada,Whitney,Gilbert,Relative,(305) 973-6424,2025-02-10,"Halifax, NS"
Jacob,Mercer,1964-06-24,60,Male,Silver,"5996 Roberts Stravenue Boulevard, Calgary, Alberta, K6H 5Y3, Canada",Calgary,AB,Canada,Lawrence,Atkinson,Relative,(633) 194-2268,2025-02-10,"Halifax, NS"
Trevor,Barnes,1971-02-01,54,Male,Gold,"9115 Grimes Extensions Lane, London, Ontario, G3K 9H8, Canada",London,ON,Canada,Janet,Delgado,Relative,(299) 819-9605,2025-02-10,"Halifax, NS"
Jessica,Barnes,1971-12-24,53,Female,Gold,"9115 Grimes Extensions Lane, London, Ontario, G3K 9H8, Canada",London,ON,Canada,Janet,Delgado,Relative,(299) 819-9605,2025-02-10,"Halifax, NS"
Daniel,Cohen,1958-12-01,66,Male,Silver,"3334 Cook Crossing Avenue, Montreal, Quebec, A6Y 9X7, Canada",Montreal,QC,Canada,Shaun,Thompson,Relative,(410) 397-7397,2025-02-10,"Halifax, NS"
Jordan,Ramirez,1998-10-02,26,Male,Silver,"6494 Barbara Parks Crescent, Laval, Quebec, T8E1B4, Canada",Laval,QC,Canada,Tiffany,Romero,Relative,(107) 983-3423,2025-02-10,"Halifax, NS"
Kristin,Ramirez,1996-11-13,28,Female,Silver,"6494 Barbara Parks Crescent, Laval, Quebec, T8E1B4, Canada",Laval,QC,Canada,Tiffany,Romero,Relative,(107) 983-3423,2025-02-10,"Halifax, NS"
Eileen,Kennedy,1972-03-15,52,Female,Silver,"9067 Megan Tunnel Lane, Toronto, Ontario, C8X7C7, Canada",Toronto,ON,Canada,Crystal,Baker,Relative,(557) 469-6606,2025-02-10,"Halifax, NS"
Hal,Kennedy,1971-02-27,53,Male,Silver,"9067 Megan Tunnel Lane, Toronto, Ontario, C8X7C7, Canada",Toronto,ON,Canada,Crystal,Baker,Relative,(557) 469-6606,2025-02-10,"Halifax, NS"
Scott,Taylor,1972-03-16,52,Male,Silver,"9022 Lori Throughway Court, Laval, Quebec, T4P9E9, Canada",Laval,QC,Canada,Christopher,Palmer,Relative,(979) 316-4772,2025-02-10,"Halifax, NS"
Sue,White,1988-06-14,36,Female,Platinum,"7443 Johnson Village Road, Hamilton, Ontario, M8Y 4Y7, Canada",Hamilton,ON,Canada,Tammy,Barry,Relative,(234) 210-8902,2025-02-10,"Halifax, NS"
Ashley,White,1984-06-15,40,Female,Platinum,"7443 Johnson Village Road, Hamilton, Ontario, M8Y 4Y7, Canada",Hamilton,ON,Canada,Tammy,Barry,Relative,(234) 210-8902,2025-02-10,"Halifax, NS"
Angela,Hall,1979-02-15,45,Female,Silver,"8418 Tanner Motorway Boulevard, Montreal, Quebec, B3G 2R9, Canada",Montreal,QC,Canada,Daniel,James,Other,(128) 981-2317,2025-02-10,"Halifax, NS"
Steven,Hall,1973-10-06,51,Male,Silver,"8418 Tanner Motorway Boulevard, Montreal, Quebec, B3G 2R9, Canada",Montreal,QC,Canada,Daniel,James,Other,(128) 981-2317,2025-02-10,"Halifax, NS"
Nicholas,Cline,1988-08-27,36,Male,Gold,"6055 Lori Turnpike Avenue, Toronto, Ontario, N2M 7X2, Canada",Toronto,ON,Canada,Richard,Rivera,Relative,(869) 822-1053,2025-02-10,"Halifax, NS"
Heather,Cline,1989-05-09,35,Female,Gold,"6055 Lori Turnpike Avenue, Toronto, Ontario, N2M 7X2, Canada",Toronto,ON,Canada,Richard,Rivera,Relative,(869) 822-1053,2025-02-10,"Halifax, NS"
Michael,Cline,2012-08-10,12,Male,Gold,"6055 Lori Turnpike Avenue, Toronto, Ontario, N2M 7X2, Canada",Toronto,ON,Canada,Richard,Rivera,Relative,(869) 822-1053,2025-02-10,"Halifax, NS"
Alexandra,Ingram,1980-12-21,44,Female,Silver,"1765 Wright Greens Boulevard, Regina, Saskatchewan, E2G 9G8, Canada",Regina,SK,Canada,Juan,Ayers,Relative,(303) 589-2988,2025-02-10,"Halifax, NS"
Charles,Ingram,1977-09-22,47,Male,Silver,"1765 Wright Greens Boulevard, Regina, Saskatchewan, E2G 9G8, Canada",Regina,SK,Canada,Juan,Ayers,Relative,(303) 589-2988,2025-02-10,"Halifax, NS"
Margaret,Ingram,2009-11-21,15,Female,Silver,"1765 Wright Greens Boulevard, Regina, Saskatchewan, E2G 9G8, Canada",Regina,SK,Canada,Juan,Ayers,Relative,(303) 589-2988,2025-02-10,"Halifax, NS"
David,Moyer,1985-12-29,39,Male,Platinum,"7318 Lamb Prairie Lane, Surrey, British Columbia, C5H 2M6, Canada",Surrey,BC,Canada,Brian,Shaffer,Relative,(973) 964-1789,2025-02-10,"Halifax, NS"
Destiny,Obrien,1968-09-09,56,Female,Platinum,"3882 Rodney Park Crescent, Sherbrooke, Quebec, C6A1N4, Canada",Sherbrooke,QC,Canada,Robin,Fuller,Relative,(051) 460-7455,2025-02-10,"Halifax, NS"
Phillip,Phillips,1944-08-24,80,Male,Gold,"8078 Rachel Oval Avenue, Vancouver, British Columbia, G3L5C6, Canada",Vancouver,BC,Canada,Nancy,Walter,Relative,(370) 382-4073,2025-02-10,"Halifax, NS"
